tweet_user_x,tweet_id,tweet_url,tweet_text,Number_of_panels,type_of_image,scale,type_of_subject,attributes_of_subject,contains_words,face_posture_emotion,narrative_old,narrative,emotional_appeal,intent,actor,Notes,Labeler,overlap,date,retweet_count,favorite_count,followers_int,tweet_user_y,Number_of_panels_b,type_of_image_ar,type_of_image_illustration,type_of_image_screenshot,scale_ar,scale_other,scale_closeup,scale_long,type_of_subject_ar,type_of_subject_text,type_of_subject_object,type_of_subject_scene,type_of_subject_creature,type_of_subject_other,attributes_of_subject_ar,attributes_of_subject_posture,attributes_of_subject_na,attributes_of_subject_poster,attributes_of_subject_scene,contains_words_ar,contains_words_no,face_posture_emotion_ar,face_posture_emotion_neutral,face_posture_emotion_positive,face_posture_emotion_negative,narrative_ar,narrative_hero,narrative_fool,narrative_villain,narrative_victim,narrative_other,emotional_appeal_ar,emotional_appeal_pride,emotional_appeal_humor,emotional_appeal_outrage,emotional_appeal_compassion,emotional_appeal_fear,emotional_appeal_encouragement,emotional_appeal_sadness,emotional_appeal_gratitude,emotional_appeal_hope,emotional_appeal_thankfulness,intent_ar,intent_info,intent_call_to_action,actor_ar,actor_ukr_military,actor_rus_military,actor_ukr_civilians,actor_russia,actor_putin,actor_ukraine,actor_zelensky,actor_west,tweet_user_DefenceU,tweet_user_uamemesforces,tweet_user_OFFICIAL,sample_weight,tweet_user_Ukraine,day,days_from_start,followers_log,np.log2(followers_int + 1),actor_simplified
uamemesforces,1498193931565154306,https://twitter.com/uamemesforces/status/1498193931565154306,https://t.co/EpLKUUsWPl,single,photo,medium,character,"posture, facial expression, scene",yes,positive,hero,hero,pride,other,zelensky,,Corrdao,overlap,2022-02-28 07:10:43+00:00,6,137,147.0,uamemesforces,0,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,"['posture', 'facial expression', 'scene']",1,0,0,1,['yes'],0,['positive'],0,1,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['zelensky'],0,0,0,0,0,0,1,False,0,1,0,0.775346462436178,0,2022-02-28,5.0,7.20945336562895,7.20945336562895,Zelensky
DefenceU,1539264868230041602,https://twitter.com/DefenceU/status/1539264868230041602,"Una mattina mi son svegliato,
o bella, ciao! bella, ciao! bella, ciao, ciao, ciao!
Una mattina mi son svegliato
ed ho trovato l’invasor.

Ukrainian women have always stood up for freedom in Ukraine and are ready to do so at any time.",single,photo,medium,character,facial expression,no,neutral,hero,hero,pride,other,ukr military,women soldiers,Yelena,,2022-06-21 15:11:57+00:00,1051,7409,1121958.0,DefenceU,0,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['no'],1,['neutral'],1,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-06-21,118.0,20.097588525504893,20.097588525504893,Ukr milit.
DefenceU,1503594273735954435,https://twitter.com/DefenceU/status/1503594273735954435,❗️Оперативна інформація станом на 06.00 15.03.2022 щодо російського вторгнення ➡️ https://t.co/vQgrDRQ8eo,single,illustration,other,text,poster,yes,na,"hero, villain","hero, villain",pride,info,"ukr military, russia",,Yelena,,2022-03-15 04:49:44+00:00,95,397,751692.7422272463,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,"['hero', 'villain']",1,0,1,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,"['ukr military', 'russia']",1,0,0,1,0,0,0,False,1,0,1,0.6384384384384384,0,2022-03-15,20.0,19.519785468035085,19.519785468035085,Ukr milit.
DefenceU,1514106169886969861,https://twitter.com/DefenceU/status/1514106169886969861,"Президент України Володимир Зеленський удостоїв 3️⃣ військовослужбовців ЗСУ високим званням Герой України посмертно.

Відповідний Указ №233 /2022 від 12 квітня 2022 року, опублікований на сайті Офісу Президента ➡️ https://t.co/0XFeA9U1BF
#stoprussia #народна_війна",single,photo,closeup,object,na,no,na,hero,hero,pride,info,ukr military,,Arthur,,2022-04-13 05:00:16+00:00,106,569,946412.0,DefenceU,0,['photo'],0,0,['closeup'],0,1,0,['object'],0,1,0,0,0,['na'],0,1,0,0,['no'],1,['na'],0,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-04-13,49.0,19.85211036521798,19.85211036521798,Ukr milit.
DefenceU,1564157441725677569,https://twitter.com/DefenceU/status/1564157441725677569,"Today is the Day of Remembrance of the Fallen Defenders of Ukraine.
In the 8.5 years of the russia-Ukraine war, thousands of our warriors gave their lives to protect their homeland.
Hundreds of thousands continue to fight this battle.
Heroes don't die!
Art by Rado Javor",single,illustration,other,scene,na,no,na,hero,hero,pride,other,ukr military,,Yelena,,2022-08-29 07:46:09+00:00,1717,11410,1265697.0,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['scene'],0,0,1,0,0,['na'],0,1,0,0,['no'],1,['na'],0,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-08-29,187.0,20.271501783034136,20.271501783034136,Ukr milit.
Ukraine,1500016881310355462,https://twitter.com/Ukraine/status/1500016881310355462,Happy Stalin’s Death Day!,single,photo,medium,object,poster,yes,na,villain,villain,none,other,stalin,,Gianmarco,overlap,2022-03-05 07:54:28+00:00,12417,83793,1747816.0,Ukraine,0,['photo'],0,0,['medium'],0,0,0,['object'],0,1,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,['villain'],0,0,1,0,0,['none'],0,0,0,0,0,0,0,0,0,0,['other'],0,0,['stalin'],0,0,0,0,0,0,0,False,0,0,1,6.947712418300654,1,2022-03-05,10.0,20.737122708960534,20.737122708960534,none
uamemesforces,1498230754559631363,https://twitter.com/uamemesforces/status/1498230754559631363,https://t.co/w64f6CtW16,single,photo,medium,character,facial expression,yes,positive,fool,fool,humor,other,rus civilians,,Yelena,,2022-02-28 09:37:02+00:00,13,156,147.0,uamemesforces,0,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['positive'],0,1,0,['fool'],0,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['rus civilians'],0,0,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-02-28,5.0,7.20945336562895,7.20945336562895,none
DefenceU,1548412311244746757,https://twitter.com/DefenceU/status/1548412311244746757,"To the Channing Tatums of the world: here are some tips from Ukrainian infantry to keep your body chiseled.
Video by Braty po Zbroi NGO",single,photo,medium,character,posture,no,positive,hero,hero,pride,info,ukr military,,Yelena,,2022-07-16 21:00:37+00:00,1118,9837,1167013.7558937308,DefenceU,0,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['no'],1,['positive'],0,1,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-07-16,143.0,20.154391372117612,20.154391372117612,Ukr milit.
uamemesforces,1501559569826340873,https://twitter.com/uamemesforces/status/1501559569826340873,https://t.co/IvOdP3zz7r,single,photo,medium,character,facial expression,yes,negative,fool,"fool, villain",fear,other,"un, russia",,Yelena,,2022-03-09 14:04:33+00:00,139,1334,27449.9621556642,uamemesforces,0,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['negative'],0,0,1,"['fool', 'villain']",0,1,1,0,0,['fear'],0,0,0,0,1,0,0,0,0,0,['other'],0,0,"['un', 'russia']",0,0,0,1,0,0,0,True,0,1,0,0.775346462436178,0,2022-03-09,14.0,14.744569096097907,14.744569096097907,Russia
uamemesforces,1519300545957220352,https://twitter.com/uamemesforces/status/1519300545957220352,https://t.co/3qb3r8UCby,single,illustration,other,character,facial expression,yes,neutral,hero,hero,"humor, pride",other,zelensky,,Arthur,,2022-04-27 13:00:52+00:00,442,10351,155993.79837663964,uamemesforces,0,['illustration'],1,0,['other'],1,0,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['neutral'],1,0,0,['hero'],1,0,0,0,0,"['humor', 'pride']",1,1,0,0,0,0,0,0,0,0,['other'],0,0,['zelensky'],0,0,0,0,0,0,1,False,0,1,0,0.775346462436178,0,2022-04-27,63.0,17.251138397874712,17.251138397874712,Zelensky
DefenceU,1529428920671653889,https://twitter.com/DefenceU/status/1529428920671653889,".@DI_Ukraine — Офіційний твіттер Головного управління розвідки України: огляд здобутих секретних файлів про плани та дії ворога, перехоплення розмов окупантів, найвагоміші інсайди щодо подальшої внутрішньої та зовнішньої політики росії.

❗Підтримайте своїм фолловінгом!",single,illustration,other,text,poster,yes,na,hero,hero,pride,call to action,ukr military,,Yelena,,2022-05-25 11:47:24+00:00,136,558,1093642.190216651,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['call to action'],0,1,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-05-25,91.0,20.060710693497263,20.060710693497263,Ukr milit.
DefenceU,1536845951100497921,https://twitter.com/DefenceU/status/1536845951100497921,"What іs your superpower? 
We are Ukrainians!",single,photo,medium,character,posture,no,positive,hero,hero,humor,other,ukr military,,Yelena,,2022-06-14 23:00:02+00:00,1663,12005,1114323.8166976564,DefenceU,0,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['no'],1,['positive'],0,1,0,['hero'],1,0,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-06-14,111.0,20.087738397275047,20.087738397275047,Ukr milit.
Ukraine,1508768097880231940,https://twitter.com/Ukraine/status/1508768097880231940,no way to ban a Ukrainian rave party,single,photo,medium,character,facial expression,yes,neutral,hero,none,pride,other,ukr civilians,,Yelena,,2022-03-29 11:28:40+00:00,4504,42641,1998278.0,Ukraine,0,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['neutral'],1,0,0,['none'],0,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr civilians'],0,0,1,0,0,0,0,False,0,0,1,6.947712418300654,1,2022-03-29,34.0,20.930326595805713,20.930326595805713,Ukr civil.
DefenceU,1539904624894906368,https://twitter.com/DefenceU/status/1539904624894906368,"Nazar Grabar, popular model&amp;amp;dancer joined #UAarmy to defend🇺🇦. He says about his home in Bucha:&quot;🇷🇺 soldiers stayed in my apartment. Everything was stolen. But even worse - around the apartment complex there were bodies of young men, about my age, shot dead with their hands tied&quot;.",multiple,photo,medium,character,posture,no,neutral,hero,hero,pride,other,ukr military,,Yelena,,2022-06-23 09:34:07+00:00,1328,6599,1124054.4503770738,DefenceU,1,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['no'],1,['neutral'],1,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-06-23,120.0,20.10028177571114,20.10028177571114,Ukr milit.
Ukraine,1544025391593144326,https://twitter.com/Ukraine/status/1544025391593144326,"Happy 4th or July to all our American friends and thanks for standing with us in the darkest hour. Together, we will prevail.

art by Nikita Titov",single,illustration,long,scene,na,yes,na,hero,"hero, hero",gratitude,other,"ukraine, USA",,Gianmarco,,2022-07-04 18:28:34+00:00,1345,17306,2150201.0,Ukraine,0,['illustration'],1,0,['long'],0,0,1,['scene'],0,0,1,0,0,['na'],0,1,0,0,['yes'],0,['na'],0,0,0,"['hero', 'hero']",1,0,0,0,0,['gratitude'],0,0,0,0,0,0,0,1,0,0,['other'],0,0,"['ukraine', 'USA']",0,0,0,0,0,1,0,False,0,0,1,6.947712418300654,1,2022-07-04,131.0,21.036040769003538,21.036040769003538,Ukraine
DefenceU,1511371674377240585,https://twitter.com/DefenceU/status/1511371674377240585,❗️Оперативна інформація станом на 18.00 05.04.2022 щодо російського вторгнення➡️ https://t.co/H1HW0rt8I5,single,illustration,other,text,poster,yes,na,"hero, villain","hero, villain",pride,info,"ukr military, russia",,Yelena,,2022-04-05 15:54:21+00:00,52,318,904794.124127946,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,"['hero', 'villain']",1,0,1,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,"['ukr military', 'russia']",1,0,0,1,0,0,0,False,1,0,1,0.6384384384384384,0,2022-04-05,41.0,19.787231629211732,19.787231629211732,Ukr milit.
DefenceU,1547650752650153985,https://twitter.com/DefenceU/status/1547650752650153985,"During the russian terrorist attack on Vinnytsia on July 14, a little girl named Lisa died from the explosion. Her mother Iryna was taken to the hospital with her leg torn off. Iryna’s page on social media captures last minutes of her daughter’s life.",single,photo,medium,character,facial expression,no,positive,victim,victim,outrage,other,ukr civilians,short video,Yelena,,2022-07-14 18:34:28+00:00,2443,7960,1162098.7124494812,DefenceU,0,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['no'],1,['positive'],0,1,0,['victim'],0,0,0,1,0,['outrage'],0,0,1,0,0,0,0,0,0,0,['other'],0,0,['ukr civilians'],0,0,1,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-07-14,141.0,20.148302431943186,20.148302431943186,Ukr civil.
uamemesforces,1560998716655521792,https://twitter.com/uamemesforces/status/1560998716655521792,https://t.co/qbZn3PXq7h,single,photo,medium,character,facial expression,yes,positive,hero,hero,humor,other,ukr civilians,,Yelena,,2022-08-20 14:34:30+00:00,1660,25031,258073.104710394,uamemesforces,0,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['positive'],0,1,0,['hero'],1,0,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['ukr civilians'],0,0,1,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-08-20,178.0,17.977425862361738,17.977425862361738,Ukr civil.
uamemesforces,1499446560995872770,https://twitter.com/uamemesforces/status/1499446560995872770,https://t.co/p4LCXoD98O,single,illustration,medium,character,posture,yes,neutral,hero,hero,"humor, pride",other,,,Gianmarco,,2022-03-03 18:08:13+00:00,30,517,194.0149106693933,uamemesforces,0,['illustration'],1,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['yes'],0,['neutral'],1,0,0,['hero'],1,0,0,0,0,"['humor', 'pride']",1,1,0,0,0,0,0,0,0,0,['other'],0,0,[],0,0,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-03-03,8.0,7.607440625167006,7.607440625167006,none
uamemesforces,1501268034748620800,https://twitter.com/uamemesforces/status/1501268034748620800,https://t.co/B115ddGxYc,multiple,photo,long,object,na,yes,na,fool,fool,humor,other,rus military,,Yelena,,2022-03-08 18:46:06+00:00,92,1099,22819.77596296184,uamemesforces,1,['photo'],0,0,['long'],0,0,1,['object'],0,1,0,0,0,['na'],0,1,0,0,['yes'],0,['na'],0,0,0,['fool'],0,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['rus military'],0,1,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-03-08,13.0,14.478060227218299,14.478060227218299,Rus milit.
DefenceU,1529060771296169986,https://twitter.com/DefenceU/status/1529060771296169986,"@DI_Ukraine — Офіційний твіттер Головного управління розвідки України: огляд здобутих секретних файлів про плани та дії ворога, перехоплення розмов окупантів, найвагоміші інсайди щодо подальшої внутрішньої та зовнішньої політики росії.

❗Підтримайте своїм фолловінгом!",single,illustration,other,text,poster,yes,na,hero,hero,pride,call to action,ukr military,,Yelena,,2022-05-24 11:24:31+00:00,34,137,1092313.6092936804,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['call to action'],0,1,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-05-24,90.0,20.058957011568516,20.058957011568516,Ukr milit.
uamemesforces,1519247732854169600,https://twitter.com/uamemesforces/status/1519247732854169600,https://t.co/e9CgTJScag,single,illustration,closeup,character,facial expression,yes,negative,"hero, fool","fool, hero",humor,other,"russia, ukraine",,Yelena,,2022-04-27 09:31:00+00:00,190,3191,155762.69523434518,uamemesforces,0,['illustration'],1,0,['closeup'],0,1,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['negative'],0,0,1,"['fool', 'hero']",1,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,"['russia', 'ukraine']",0,0,0,1,0,1,0,False,0,1,0,0.775346462436178,0,2022-04-27,63.0,17.2489994895516,17.2489994895516,Russia
uamemesforces,1500500725557866503,https://twitter.com/uamemesforces/status/1500500725557866503,https://t.co/4KWHovGHtl,single,illustration,medium,character,posture,no,negative,"hero, villain","hero, villain",outrage,other,"ukraine, nato",,Yelena,,2022-03-06 15:57:05+00:00,189,1098,10633.220763064794,uamemesforces,0,['illustration'],1,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['no'],1,['negative'],0,0,1,"['hero', 'villain']",1,0,1,0,0,['outrage'],0,0,1,0,0,0,0,0,0,0,['other'],0,0,"['ukraine', 'nato']",0,0,0,0,0,1,0,True,0,1,0,0.775346462436178,0,2022-03-06,11.0,13.376426701287171,13.376426701287171,Ukraine
DefenceU,1508780238100176899,https://twitter.com/DefenceU/status/1508780238100176899,"🔊 @ZelenskyyUa:
Everyone in Ukraine has united and is devoting all their energy to the defense of our state. Together with the Armed Forces, together with all our defenders, together with our National Guard.

Photo: Vadim Ghirda, Alex Lourie, Raphaël Lafargue, Alexey Furman.",multiple,photo,"medium, long",character,posture,no,neutral,hero,hero,outrage,other,ukr military,,Yelena,overlap,2022-03-29 12:16:55+00:00,332,1960,847410.0,DefenceU,1,['photo'],0,0,"['medium', 'long']",0,0,1,['character'],0,0,0,0,0,['posture'],1,0,0,0,['no'],1,['neutral'],1,0,0,['hero'],1,0,0,0,0,['outrage'],0,0,1,0,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-03-29,34.0,19.692702330472166,19.692702330472166,Ukr milit.
DefenceU,1517870721472638977,https://twitter.com/DefenceU/status/1517870721472638977,"#сержант_хребет_ЗСУ

«Сержант - це і мама, і тато. Бо якщо пішло щось не так, означає тільки одне - недопрацювання сержанта» - говорить військовослужбовець тро Євген.

Сержант запевняє: у ворога немає жодного шансу! 

#stoprussia #народна_війна",single,photo,medium,character,posture,yes,neutral,hero,hero,pride,other,ukr military,,Yelena,,2022-04-23 14:19:15+00:00,162,1046,992060.5258995655,DefenceU,0,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['yes'],0,['neutral'],1,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-04-23,59.0,19.920070071215964,19.920070071215964,Ukr milit.
uamemesforces,1506209069836636163,https://twitter.com/uamemesforces/status/1506209069836636163,https://t.co/HRkIGYMcx0,multiple,"illustration, photo","closeup, long","character, object",facial expression,yes,"positive, negative",none,none,humor,other,western military,,Arthur,,2022-03-22 10:00:00+00:00,81,1495,92376.64313951126,uamemesforces,1,"['illustration', 'photo']",1,0,"['closeup', 'long']",0,1,1,"['character', 'object']",0,1,0,0,0,['facial expression'],0,0,0,0,['yes'],0,"['positive', 'negative']",0,1,1,['none'],0,0,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['western military'],0,0,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-03-22,27.0,16.495256118263846,16.495256118263846,none
uamemesforces,1514002063725899782,https://twitter.com/uamemesforces/status/1514002063725899782,https://t.co/Hka0f5ePIB,multiple,photo,closeup,character,facial expression,yes,negative,fool,fool,humor,other,rus civilians,,Yelena,,2022-04-12 22:06:35+00:00,182,2193,132809.02532825465,uamemesforces,1,['photo'],0,0,['closeup'],0,1,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['negative'],0,0,1,['fool'],0,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['rus civilians'],0,0,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-04-12,48.0,17.019004528843375,17.019004528843375,none
DefenceU,1507957411365240834,https://twitter.com/DefenceU/status/1507957411365240834,"Президент України @ZelenskyyUa відзначив українських Захисників і Захисниць державними нагородами України. 

 ✍🏻Відповідний Указ №178/2022 опублікований на сайті Офісу Президента ➡️ https://t.co/BAnSLMzJQD 
#stoprussia #народна_війна",single,photo,closeup,object,na,no,na,hero,hero,pride,other,ukr military,,Yelena,,2022-03-27 05:47:18+00:00,63,517,836002.0,DefenceU,0,['photo'],0,0,['closeup'],0,1,0,['object'],0,1,0,0,0,['na'],0,1,0,0,['no'],1,['na'],0,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-03-27,32.0,19.673148593868994,19.673148593868994,Ukr milit.
DefenceU,1502234798051500032,https://twitter.com/DefenceU/status/1502234798051500032,"#stoprussia

❗️Оперативна інформація станом на 12.00 11.03.2022 щодо російського вторгнення ➡️ https://t.co/qrmkRmeeA0",single,illustration,other,text,poster,yes,na,"hero, villain","hero, villain",pride,info,"ukr military, russia",,Yelena,,2022-03-11 10:47:40+00:00,66,264,709331.9804642614,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,"['hero', 'villain']",1,0,1,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,"['ukr military', 'russia']",1,0,0,1,0,0,0,False,1,0,1,0.6384384384384384,0,2022-03-11,16.0,19.436103501750505,19.436103501750505,Ukr milit.
uamemesforces,1500804472435617792,https://twitter.com/uamemesforces/status/1500804472435617792,https://t.co/DD4Uc9jg7V,single,photo,long,character,"facial expression, posture",yes,negative,"hero, fool","hero, fool",pride,other,"ukr civilians, rus military",,Arthur,,2022-03-07 12:04:04+00:00,89,1124,15457.388888424424,uamemesforces,0,['photo'],0,0,['long'],0,0,1,['character'],0,0,0,0,0,"['facial expression', 'posture']",1,0,0,0,['yes'],0,['negative'],0,0,1,"['hero', 'fool']",1,1,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,"['ukr civilians', 'rus military']",0,1,1,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-03-07,12.0,13.916102345396908,13.916102345396908,Rus milit.
uamemesforces,1571108536792547330,https://twitter.com/uamemesforces/status/1571108536792547330,https://t.co/sVtdLJoPxH,multiple,illustration,medium,character,facial expression,yes,positive,hero,"fool, hero, hero","humor, pride",other,"rus military, ukr military, western gov",,Yelena,,2022-09-17 12:07:19+00:00,816,11861,279767.8396481753,uamemesforces,1,['illustration'],1,0,['medium'],0,0,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['positive'],0,1,0,"['fool', 'hero', 'hero']",1,1,0,0,0,"['humor', 'pride']",1,1,0,0,0,0,0,0,0,0,['other'],0,0,"['rus military', 'ukr military', 'western gov']",1,1,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-09-17,206.0,18.093875760068606,18.093875760068606,Ukr milit.
DefenceU,1569423800541773826,https://twitter.com/DefenceU/status/1569423800541773826,"While playing Darts, have you ever tried to hit bull’s eye?
Have you succeed? 🎯",single,photo,long,scene,na,no,na,fool,fool,pride,other,rus military,,Yelena,,2022-09-12 20:32:47+00:00,1424,15976,1337573.6815385711,DefenceU,0,['photo'],0,0,['long'],0,0,1,['scene'],0,0,1,0,0,['na'],0,1,0,0,['no'],1,['na'],0,0,0,['fool'],0,1,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['rus military'],0,1,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-09-12,201.0,20.351188013867834,20.351188013867834,Rus milit.
DefenceU,1517398655447281664,https://twitter.com/DefenceU/status/1517398655447281664,"Втрати ворога в інфографіці 👇
@armyinformcomua",single,illustration,other,text,poster,yes,na,"hero, villain","hero, villain",pride,info,"ukr military, russia",,Yelena,,2022-04-22 07:03:26+00:00,565,2904,986890.51751761,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,"['hero', 'villain']",1,0,1,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,"['ukr military', 'russia']",1,0,0,1,0,0,0,False,1,0,1,0.6384384384384384,0,2022-04-22,58.0,19.912531981873347,19.912531981873347,Ukr milit.
uamemesforces,1500779881747169280,https://twitter.com/uamemesforces/status/1500779881747169280,https://t.co/MR418CEL9E,multiple,photo,long,character,"facial expression, posture",yes,negative,fool,fool,humor,other,western gov,,Arthur,,2022-03-07 10:26:21+00:00,239,2125,15066.827050798747,uamemesforces,1,['photo'],0,0,['long'],0,0,1,['character'],0,0,0,0,0,"['facial expression', 'posture']",1,0,0,0,['yes'],0,['negative'],0,0,1,['fool'],0,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['western gov'],0,0,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-03-07,12.0,13.879183758723412,13.879183758723412,none
DefenceU,1520681069758005248,https://twitter.com/DefenceU/status/1520681069758005248,❗️Загальні бойові втрати противника з 24.02 по 01.05 / The total combat losses of the enemy from 24.02 to 01.05➡️ https://t.co/duLzdfGy3P,single,illustration,other,text,poster,yes,na,hero,hero,pride,info,ukr military,,Corrdao,,2022-05-01 08:26:34+00:00,117,871,1023993.9003372048,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-05-01,67.0,19.96577709982171,19.96577709982171,Ukr milit.
