tweet_user_x,tweet_id,tweet_url,tweet_text,Number_of_panels,type_of_image,scale,type_of_subject,attributes_of_subject,contains_words,face_posture_emotion,narrative_old,narrative,emotional_appeal,intent,actor,Notes,Labeler,overlap,date,retweet_count,favorite_count,followers_int,tweet_user_y,Number_of_panels_b,type_of_image_ar,type_of_image_illustration,type_of_image_screenshot,scale_ar,scale_other,scale_closeup,scale_long,type_of_subject_ar,type_of_subject_text,type_of_subject_object,type_of_subject_scene,type_of_subject_creature,type_of_subject_other,attributes_of_subject_ar,attributes_of_subject_posture,attributes_of_subject_na,attributes_of_subject_poster,attributes_of_subject_scene,contains_words_ar,contains_words_no,face_posture_emotion_ar,face_posture_emotion_neutral,face_posture_emotion_positive,face_posture_emotion_negative,narrative_ar,narrative_hero,narrative_fool,narrative_villain,narrative_victim,narrative_other,emotional_appeal_ar,emotional_appeal_pride,emotional_appeal_humor,emotional_appeal_outrage,emotional_appeal_compassion,emotional_appeal_fear,emotional_appeal_encouragement,emotional_appeal_sadness,emotional_appeal_gratitude,emotional_appeal_hope,emotional_appeal_thankfulness,intent_ar,intent_info,intent_call_to_action,actor_ar,actor_ukr_military,actor_rus_military,actor_ukr_civilians,actor_russia,actor_putin,actor_ukraine,actor_zelensky,actor_west,tweet_user_DefenceU,tweet_user_uamemesforces,tweet_user_OFFICIAL,sample_weight,tweet_user_Ukraine,day,days_from_start,followers_log,np.log2(followers_int + 1),actor_simplified
Ukraine,1499280918900625409,https://twitter.com/Ukraine/status/1499280918900625409,"‘Life Will Win Over Death. Light Will Win Over Darkness’

Historic ⁦@TIME⁩ cover with ⁦@ZelenskyyUa⁩’s quote",single,illustration,medium,other,poster,yes,na,hero,hero,pride,other,ukraine,,Gianmarco,,2022-03-03 07:10:01+00:00,5267,29381,1688627.0,Ukraine,0,['illustration'],1,0,['medium'],0,0,0,['other'],0,0,0,0,1,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukraine'],0,0,0,0,0,1,0,False,0,0,1,6.947712418300654,1,2022-03-03,8.0,20.687420110805274,20.687420110805274,Ukraine
DefenceU,1507697563700506624,https://twitter.com/DefenceU/status/1507697563700506624,"🔊@ZelenskyyUa:
Victory for Ukraine and peace for Ukraine are achievable.
And they will be more valuable for us than gold, silver and bronze of the whole world.
Well, for now...
We are standing! We are holding on! We will win!",multiple,photo,medium,character,posture,no,neutral,hero,hero,pride,other,ukr military,,Yelena,,2022-03-26 12:34:45+00:00,697,4600,832740.4000281416,DefenceU,1,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['no'],1,['neutral'],1,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-03-26,31.0,19.667509024266106,19.667509024266106,Ukr milit.
uamemesforces,1545411479905730560,https://twitter.com/uamemesforces/status/1545411479905730560,https://t.co/SnHha1Z2c9,multiple,illustration,medium,character,facial expression,yes,negative,fool,fool,humor,other,russia,,Yelena,,2022-07-08 14:16:23+00:00,1192,13246,234144.8863022228,uamemesforces,1,['illustration'],1,0,['medium'],0,0,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['negative'],0,0,1,['fool'],0,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['russia'],0,0,0,1,0,0,0,False,0,1,0,0.775346462436178,0,2022-07-08,135.0,17.837048166056892,17.837048166056892,Russia
uamemesforces,1520824292602224640,https://twitter.com/uamemesforces/status/1520824292602224640,https://t.co/9kEnuadV2y,single,illustration,medium,creature,posture,yes,negative,fool,fool,humor,other,putin,,Corrdao,,2022-05-01 17:55:41+00:00,337,5476,162661.30389291595,uamemesforces,0,['illustration'],1,0,['medium'],0,0,0,['creature'],0,0,0,1,0,['posture'],1,0,0,0,['yes'],0,['negative'],0,0,1,['fool'],0,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['putin'],0,0,0,0,1,0,0,False,0,1,0,0.775346462436178,0,2022-05-01,67.0,17.311520427427208,17.311520427427208,Putin
DefenceU,1547233816846258176,https://twitter.com/DefenceU/status/1547233816846258176,".@ZelenskyyUa 
“Two million of our people have already been taken to russia. Several hundred thousand of them are children… They are trying to take them to remote areas of russia to make it as difficult as possible for them to return to their homeland.”
📷 Alexander Nemenov/AFP",single,photo,medium,character,posture,no,negative,"victim, villain","victim, villain","fear, outrage",other,"ukr civilians, rus gov",,Yelena,,2022-07-13 14:57:42+00:00,1704,4526,1158663.0,DefenceU,0,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['no'],1,['negative'],0,0,1,"['victim', 'villain']",0,0,1,1,0,"['fear', 'outrage']",0,0,1,0,1,0,0,0,0,0,['other'],0,0,"['ukr civilians', 'rus gov']",0,0,1,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-07-13,140.0,20.144030830394684,20.144030830394684,Ukr civil.
uamemesforces,1505927210028331012,https://twitter.com/uamemesforces/status/1505927210028331012,https://t.co/FC3wdGW1Uj,single,illustration,medium,character,facial expression,yes,"positive, negative","fool, hero","fool, hero",pride,other,"rus military, ukr military",,Yelena,,2022-03-21 15:20:00+00:00,106,1481,90856.42795500589,uamemesforces,0,['illustration'],1,0,['medium'],0,0,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,"['positive', 'negative']",0,1,1,"['fool', 'hero']",1,1,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,"['rus military', 'ukr military']",1,1,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-03-21,26.0,16.471316844870593,16.471316844870593,Ukr milit.
uamemesforces,1514106105479147521,https://twitter.com/uamemesforces/status/1514106105479147521,https://t.co/bHk5uBG9Fz,single,illustration,medium,character,posture,yes,negative,"victim, villain, fool","villain, victim, fool, fool",outrage,other,"russia, ukraine, western business, western gov",,Yelena,,2022-04-13 05:00:00+00:00,2040,12195,133264.27576064115,uamemesforces,0,['illustration'],1,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['yes'],0,['negative'],0,0,1,"['villain', 'victim', 'fool', 'fool']",0,1,1,1,0,['outrage'],0,0,1,0,0,0,0,0,0,0,['other'],0,0,"['russia', 'ukraine', 'western business', 'western gov']",0,0,0,1,0,1,0,False,0,1,0,0.775346462436178,0,2022-04-13,49.0,17.023941388291714,17.023941388291714,Russia
uamemesforces,1514136305378250753,https://twitter.com/uamemesforces/status/1514136305378250753,https://t.co/7uTRRbqrhe,multiple,photo,medium,object,na,yes,na,hero,hero,pride,other,,cyramic statue as a symbol of ukraine culture?,Yelena,,2022-04-13 07:00:01+00:00,857,8100,133396.43695248227,uamemesforces,1,['photo'],0,0,['medium'],0,0,0,['object'],0,1,0,0,0,['na'],0,1,0,0,['yes'],0,['na'],0,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,[],0,0,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-04-13,49.0,17.025371421832876,17.025371421832876,none
DefenceU,1519614129610313729,https://twitter.com/DefenceU/status/1519614129610313729,"Втрати ворога в інфографіці 👇
@armyinformcomua",single,illustration,other,text,poster,yes,na,"hero, fool","fool, hero",pride,info,"rus military, ukr military",,Yelena,,2022-04-28 09:46:56+00:00,486,2638,1012911.3061030224,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,"['fool', 'hero']",1,1,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,"['rus military', 'ukr military']",1,1,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-04-28,64.0,19.950077846102186,19.950077846102186,Ukr milit.
uamemesforces,1501229525413216261,https://twitter.com/uamemesforces/status/1501229525413216261,https://t.co/JtnVDDUOrh,single,illustration,closeup,object,poster,yes,na,other,other,humor,other,UN,,Gianmarco,,2022-03-08 16:13:05+00:00,1024,10657,22208.18663476163,uamemesforces,0,['illustration'],1,0,['closeup'],0,1,0,['object'],0,1,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,['other'],0,0,0,0,1,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['UN'],0,0,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-03-08,13.0,14.438868937698507,14.438868937698507,none
uamemesforces,1502680706069241862,https://twitter.com/uamemesforces/status/1502680706069241862,https://t.co/dnY284hGQE,multiple,photo,medium,character,facial expression,yes,neutral,villain,"villain, fool",humor,other,"russia, UN",,Arthur,,2022-03-12 16:19:33+00:00,66,832,45256.06469655085,uamemesforces,1,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['neutral'],1,0,0,"['villain', 'fool']",0,1,1,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,"['russia', 'UN']",0,0,0,1,0,0,0,False,0,1,0,0.775346462436178,0,2022-03-12,17.0,15.465855396212225,15.465855396212225,Russia
DefenceU,1556965514089578496,https://twitter.com/DefenceU/status/1556965514089578496,"Our children’s stolen childhood. 
Our children’s stolen lives.
Art by Yura Shapoval",single,illustration,medium,character,posture,no,na,victim,victim,compassion,other,ukr civilians,,Corrdao,overlap,2022-08-09 11:28:00+00:00,724,3638,1213279.8467331952,DefenceU,0,['illustration'],1,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['no'],1,['na'],0,0,0,['victim'],0,0,0,1,0,['compassion'],0,0,0,1,0,0,0,0,0,0,['other'],0,0,['ukr civilians'],0,0,1,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-08-09,167.0,20.210482109305357,20.210482109305357,Ukr civil.
uamemesforces,1517958988582821893,https://twitter.com/uamemesforces/status/1517958988582821893,https://t.co/XyfpawcnuH,multiple,illustration,medium,character,posture,yes,negative,fool,fool,humor,other,rus gov,,Yelena,,2022-04-23 20:09:59+00:00,382,4219,150123.48124097768,uamemesforces,1,['illustration'],1,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['yes'],0,['negative'],0,0,1,['fool'],0,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['rus gov'],0,0,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-04-23,59.0,17.19579973510636,17.19579973510636,none
uamemesforces,1511232165467471872,https://twitter.com/uamemesforces/status/1511232165467471872,https://t.co/WCDZnVIVUa,multiple,illustration,medium,character,posture,yes,neutral,fool,fool,humor,other,rus military,,Yelena,,2022-04-05 06:40:00+00:00,372,4058,119469.0494633735,uamemesforces,1,['illustration'],1,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['yes'],0,['neutral'],1,0,0,['fool'],0,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['rus military'],0,1,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-04-05,41.0,16.866289461626845,16.866289461626845,Rus milit.
Ukraine,1518132278823686146,https://twitter.com/Ukraine/status/1518132278823686146,Happy Easter to everyone celebrating today. Light will prevail over darkness. Life will prevail over death. Ukraine will prevail. Amen.,single,photo,long,character,posture,no,neutral,hero,none,pride,other,ukr civilians,,Gianmarco,,2022-04-24 07:38:35+00:00,2723,22525,2077440.0,Ukraine,0,['photo'],0,0,['long'],0,0,1,['character'],0,0,0,0,0,['posture'],1,0,0,0,['no'],1,['neutral'],1,0,0,['none'],0,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr civilians'],0,0,1,0,0,0,0,False,0,0,1,6.947712418300654,1,2022-04-24,60.0,20.98637607389327,20.98637607389327,Ukr civil.
uamemesforces,1569005286483968001,https://twitter.com/uamemesforces/status/1569005286483968001,https://t.co/yXVZG6h48D,multiple,illustration,closeup,character,posture,yes,negative,"villain, fool","villain, fool",humor,other,"rus military, putin",,Arthur,,2022-09-11 16:49:45+00:00,787,8593,275062.7929573889,uamemesforces,1,['illustration'],1,0,['closeup'],0,1,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['yes'],0,['negative'],0,0,1,"['villain', 'fool']",0,1,1,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,"['rus military', 'putin']",0,1,0,0,1,0,0,False,0,1,0,0.775346462436178,0,2022-09-11,200.0,18.069406722565667,18.069406722565667,Rus milit.
uamemesforces,1513120560749834241,https://twitter.com/uamemesforces/status/1513120560749834241,https://t.co/fhNOntKPI8,multiple,"photo, illustration",long,"creature, character, object",posture,yes,negative,hero,"hero, villain","humor, pride",other,"ukraine, russia",,Arthur,,2022-04-10 11:43:48+00:00,600,6045,128951.79422068136,uamemesforces,1,"['photo', 'illustration']",1,0,['long'],0,0,1,"['creature', 'character', 'object']",0,1,0,1,0,['posture'],1,0,0,0,['yes'],0,['negative'],0,0,1,"['hero', 'villain']",1,0,1,0,0,"['humor', 'pride']",1,1,0,0,0,0,0,0,0,0,['other'],0,0,"['ukraine', 'russia']",0,0,0,1,0,1,0,False,0,1,0,0.775346462436178,0,2022-04-10,46.0,16.97648350901911,16.97648350901911,Russia
uamemesforces,1507996617395298311,https://twitter.com/uamemesforces/status/1507996617395298311,https://t.co/u0GGeQkber,multiple,illustration,medium,character,posture,yes,negative,"villain, fool","fool, hero",pride,other,"putin, ukraine",,Yelena,,2022-03-27 08:23:05+00:00,89,1503,102017.90665749318,uamemesforces,1,['illustration'],1,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['yes'],0,['negative'],0,0,1,"['fool', 'hero']",1,1,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,"['putin', 'ukraine']",0,0,0,0,1,1,0,False,0,1,0,0.775346462436178,0,2022-03-27,32.0,16.63847701892119,16.63847701892119,Putin
DefenceU,1510628372090691594,https://twitter.com/DefenceU/status/1510628372090691594,"💬Президент України @ZelenskyyUa: 

Бухарест, декларація саміту @NATO. 3 квітня, 14 років тому. Був шанс запобігти. Щоб 🇷🇺 не прийшла.
Буча, Київська обл. Зараз. 🇷🇺 прийшла. 

Советую посмотреть матерям 🇷🇺 военных. Посмотрите, каких ублюдков вы вырастили. Убийцы, мародёры, палачи",multiple,photo,medium,character,posture,no,neutral,victim,victim,outrage,call to action,ukr civilians,,Yelena,,2022-04-03 14:40:44+00:00,1020,2974,886741.0,DefenceU,1,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['no'],1,['neutral'],1,0,0,['victim'],0,0,0,1,0,['outrage'],0,0,1,0,0,0,0,0,0,0,['call to action'],0,1,['ukr civilians'],0,0,1,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-04-03,39.0,19.758154883964473,19.758154883964473,Ukr civil.
uamemesforces,1501200896587448321,https://twitter.com/uamemesforces/status/1501200896587448321,https://t.co/GGAO3N7brt,multiple,illustration,closeup,character,"facial expression, posture",yes,neutral,hero,hero,pride,other,ukr civilians,,Arthur,,2022-03-08 14:19:19+00:00,127,1271,21753.474865423013,uamemesforces,1,['illustration'],1,0,['closeup'],0,1,0,['character'],0,0,0,0,0,"['facial expression', 'posture']",1,0,0,0,['yes'],0,['neutral'],1,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr civilians'],0,0,1,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-03-08,13.0,14.40902457141323,14.40902457141323,Ukr civil.
DefenceU,1559441997181730816,https://twitter.com/DefenceU/status/1559441997181730816,"&quot;The opportunity of defeating the enemy is provided by the enemy himself.&quot; 
Sun Tzu

Total combat losses of the enemy from Feb 24 to Aug 16:",single,illustration,other,text,poster,yes,na,"hero, fool","fool, hero",pride,info,"rus military, ukr military",,Yelena,,2022-08-16 07:28:39+00:00,500,3969,1234857.1647250245,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,"['fool', 'hero']",1,1,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,"['rus military', 'ukr military']",1,1,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-08-16,174.0,20.23591391332121,20.23591391332121,Ukr milit.
uamemesforces,1520071326127599616,https://twitter.com/uamemesforces/status/1520071326127599616,https://t.co/Go58iQAfVW,multiple,photo,medium,character,facial expression,yes,negative,villain,"villain, villain",humor,info,"putin, hitler",,Yelena,overlap,2022-04-29 16:03:40+00:00,338,4177,159366.52409559913,uamemesforces,1,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['negative'],0,0,1,"['villain', 'villain']",0,0,1,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['info'],1,0,"['putin', 'hitler']",0,0,0,0,1,0,0,False,0,1,0,0.775346462436178,0,2022-04-29,65.0,17.281998141408003,17.281998141408003,Putin
DefenceU,1552928128170967040,https://twitter.com/DefenceU/status/1552928128170967040,"&quot;Life is to be entered upon with courage.&quot;
Alexis de Tocqueville
Total combat losses of the enemy from Feb 24 to Jul 29:",single,illustration,other,text,poster,yes,na,"hero, villain","hero, villain",pride,info,"ukr military, russia",,Yelena,,2022-07-29 08:04:52+00:00,421,3170,1189107.2699649923,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,"['hero', 'villain']",1,0,1,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,"['ukr military', 'russia']",1,0,0,1,0,0,0,False,1,0,1,0.6384384384384384,0,2022-07-29,156.0,20.18144864978219,20.18144864978219,Ukr milit.
DefenceU,1503990434196037632,https://twitter.com/DefenceU/status/1503990434196037632,❗️Загальні бойові втрати противника з 24.02 по 16.03 / The total combat losses of the enemy from 24.02 to 16.03 ➡️https://t.co/raxquY6Ilo,single,illustration,other,text,poster,yes,na,"hero, fool","fool, hero",pride,info,"rus military, ukr military",,Yelena,,2022-03-16 07:03:56+00:00,69,355,761430.3188021998,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,"['fool', 'hero']",1,1,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,"['rus military', 'ukr military']",1,1,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-03-16,21.0,19.538354385749354,19.538354385749354,Ukr milit.
DefenceU,1516500561381801985,https://twitter.com/DefenceU/status/1516500561381801985,Нові обкладинки для ваших Facebook та Twitter сторінок 😉,multiple,illustration,other,scene,poster,yes,na,hero,hero,pride,other,ukr military,actual posters,Yelena,,2022-04-19 19:34:43+00:00,448,2600,975789.0401462384,DefenceU,1,['illustration'],1,0,['other'],1,0,0,['scene'],0,0,1,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-04-19,55.0,19.89621123223963,19.89621123223963,Ukr milit.
uamemesforces,1502225529411358722,https://twitter.com/uamemesforces/status/1502225529411358722,https://t.co/3IOIiqHGDY,single,illustration,closeup,creature,facial expression,yes,negative,fool,"fool, villain",humor,other,"rus military, putin",,Arthur,,2022-03-11 10:10:50+00:00,52,747,38026.8403566902,uamemesforces,0,['illustration'],1,0,['closeup'],0,1,0,['creature'],0,0,0,1,0,['facial expression'],0,0,0,0,['yes'],0,['negative'],0,0,1,"['fool', 'villain']",0,1,1,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,"['rus military', 'putin']",0,1,0,0,1,0,0,False,0,1,0,0.775346462436178,0,2022-03-11,16.0,15.214768388589905,15.214768388589905,Rus milit.
DefenceU,1517382716022562816,https://twitter.com/DefenceU/status/1517382716022562816,"#хвилина_мовчання 🕯
🕘 09:00 
22.04.2022 
Не забудемо! Не пробачимо!",single,illustration,other,text,poster,yes,na,victim,victim,compassion,other,ukr civilians,,Yelena,overlap,2022-04-22 06:00:05+00:00,102,787,986700.61940784,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,['victim'],0,0,0,1,0,['compassion'],0,0,0,1,0,0,0,0,0,0,['other'],0,0,['ukr civilians'],0,0,1,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-04-22,58.0,19.912254351132784,19.912254351132784,Ukr civil.
DefenceU,1515007278797185032,https://twitter.com/DefenceU/status/1515007278797185032,"Ukrainian karma:

Feb. 24: The birth of the “russian warship, go f--k yourself” phrase

Apr. 13: President @ZelenskyyUa shows the new postage stamp featuring the phrase

Apr. 14: The warship Moskva addressed in the phrase sinks",multiple,"photo, illustration","medium, closeup",character,facial expression,yes,"negative, positive","hero, fool","hero, fool, hero",pride,other,"zelensky, rus military, ukr military",,Yelena,,2022-04-15 16:40:57+00:00,2890,18459,956859.1467863512,DefenceU,1,"['photo', 'illustration']",1,0,"['medium', 'closeup']",0,1,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,"['negative', 'positive']",0,1,1,"['hero', 'fool', 'hero']",1,1,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,"['zelensky', 'rus military', 'ukr military']",1,1,0,0,0,0,1,False,1,0,1,0.6384384384384384,0,2022-04-15,51.0,19.867948552458525,19.867948552458525,Ukr milit.
DefenceU,1571055469946609664,https://twitter.com/DefenceU/status/1571055469946609664,"#UkrainianGenocide
#ArmUkraineNow",single,illustration,medium,object,na,yes,na,victim,victim,compassion,call to action,ukraine,,Gianmarco,overlap,2022-09-17 08:36:27+00:00,6501,25621,1358876.6422222224,DefenceU,0,['illustration'],1,0,['medium'],0,0,0,['object'],0,1,0,0,0,['na'],0,1,0,0,['yes'],0,['na'],0,0,0,['victim'],0,0,0,1,0,['compassion'],0,0,0,1,0,0,0,0,0,0,['call to action'],0,1,['ukraine'],0,0,0,0,0,1,0,False,1,0,1,0.6384384384384384,0,2022-09-17,206.0,20.373984126307757,20.373984126307757,Ukraine
uamemesforces,1519743588497825792,https://twitter.com/uamemesforces/status/1519743588497825792,https://t.co/Tbp6vtjQoh,multiple,photo,medium,character,facial expression,yes,negative,fool,fool,humor,other,rus military,,Yelena,,2022-04-28 18:21:21+00:00,335,4460,157932.42558577267,uamemesforces,1,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['negative'],0,0,1,['fool'],0,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['rus military'],0,1,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-04-28,64.0,17.268957015004425,17.268957015004425,Rus milit.
DefenceU,1526314702602526720,https://twitter.com/DefenceU/status/1526314702602526720,Заступниця Міністра оборони України Ганна Маляр - про евакуацію поранених оборонців Маріуполя з території «Азовсталь»,single,illustration,medium,character,posture,no,neutral,hero,hero,pride,info,ukr military,,Yelena,,2022-05-16 21:32:37+00:00,345,1901,1080223.0,DefenceU,0,['illustration'],1,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['no'],1,['neutral'],1,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-05-16,82.0,20.04289907632451,20.04289907632451,Ukr milit.
uamemesforces,1500488501594411013,https://twitter.com/uamemesforces/status/1500488501594411013,https://t.co/wbOlCEYk7o,multiple,photo,closeup,character,facial expression,yes,neutral,hero,hero,pride,other,ukr military,,Yelena,,2022-03-06 15:08:31+00:00,72,972,10439.10560105844,uamemesforces,1,['photo'],0,0,['closeup'],0,1,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['neutral'],1,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-03-06,11.0,13.349848684307133,13.349848684307133,Ukr milit.
DefenceU,1514822410930905089,https://twitter.com/DefenceU/status/1514822410930905089,‼️Оперативна інформація станом на 06.00 15.04.2022 щодо російського вторгнення від Генерального штабу ЗСУ ➡️https://t.co/PhKTgHGLNC,single,illustration,other,text,poster,yes,na,"hero, villain","hero, villain",pride,info,"ukr military, russia",,Yelena,,2022-04-15 04:26:21+00:00,106,590,953706.599056604,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,"['hero', 'villain']",1,0,1,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,"['ukr military', 'russia']",1,0,0,1,0,0,0,False,1,0,1,0.6384384384384384,0,2022-04-15,51.0,19.863187486944334,19.863187486944334,Ukr milit.
DefenceU,1530428687044202496,https://twitter.com/DefenceU/status/1530428687044202496,"#хвилина_мовчання 🕯
🕘 09:00 
28.05.2022 
Не забудемо! Не пробачимо!",single,illustration,closeup,object,poster,yes,na,victim,victim,"compassion, pride",info,ukraine,,Arthur,,2022-05-28 06:00:07+00:00,131,714,1098783.436869546,DefenceU,0,['illustration'],1,0,['closeup'],0,1,0,['object'],0,1,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,['victim'],0,0,0,1,0,"['compassion', 'pride']",1,0,0,1,0,0,0,0,0,0,['info'],1,0,['ukraine'],0,0,0,0,0,1,0,False,1,0,1,0.6384384384384384,0,2022-05-28,94.0,20.067476950731418,20.067476950731418,Ukraine
uamemesforces,1518654735162777602,https://twitter.com/uamemesforces/status/1518654735162777602,https://t.co/xQizAALkVj,single,illustration,closeup,scene,na,no,na,victim,victim,outrage,call to action,EU,,Gianmarco,,2022-04-25 18:14:38+00:00,464,3201,153167.88706536073,uamemesforces,0,['illustration'],1,0,['closeup'],0,1,0,['scene'],0,0,1,0,0,['na'],0,1,0,0,['no'],1,['na'],0,0,0,['victim'],0,0,0,1,0,['outrage'],0,0,1,0,0,0,0,0,0,0,['call to action'],0,1,['EU'],0,0,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-04-25,61.0,17.22476374927762,17.22476374927762,none
DefenceU,1503414776701018115,https://twitter.com/DefenceU/status/1503414776701018115,❗️Оперативна інформація станом на 18.00 14.03.2022 щодо російського_вторгнення ➡️ https://t.co/mnRZWaU1wq,single,illustration,other,text,poster,yes,na,"hero, villain","hero, villain",pride,info,"ukr military, russia",,Yelena,,2022-03-14 16:56:29+00:00,66,289,747310.1752539913,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,"['hero', 'villain']",1,0,1,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,"['ukr military', 'russia']",1,0,0,1,0,0,0,False,1,0,1,0.6384384384384384,0,2022-03-14,19.0,19.511349570887614,19.511349570887614,Ukr milit.
